missing_total,missing_X0,mi_mask,corr_mask,delta_mean,dixon_extreme_score,reg_auc,reg_coef_norm,little_pvalue,little_score,jj_pvalue,jj_score
0.0087999999999999,0.044,0.1011410755705261,-4.423221082727582e-18,-1.1102230246251563e-16,0.0,0.5423640167364017,0.1538479181169987,0.9871548075178382,0.0056147350925224,0.8866633665483143,0.0522412345087351
0.0046,0.023,0.055567818820264,-5.0063018582246315e-18,5.551115123125783e-17,0.0,0.5400738729918562,0.1468928877870157,0.9907694079702526,0.0040274116086298,0.9039240299047292,0.0438680681746235
0.008,0.04,0.0972210461105018,-3.99605457631508e-17,-1.1102230246251563e-16,0.0,0.546484375,0.1551078685439754,0.9906639395952076,0.0040736451429516,0.903376708787206,0.0441311107810334
0.0147999999999999,0.074,0.164832304389819,-2.2819318020663244e-17,5.551115123125783e-17,0.0,0.558928258712276,0.1936216068186193,0.979082370758894,0.0091807692170794,0.8553707178988093,0.0678456211269469
0.0206,0.103,0.2481536327350748,1.3534035144744617e-17,-2.220446049250313e-16,0.0,0.6098537736359603,0.3903745735406959,0.957368005913816,0.018921090210301,0.793524834214417,0.1004394769828416
0.0147999999999999,0.074,0.1641072895042858,5.2215699320881195e-17,0.0,0.0,0.5939670772284164,0.3165952996148514,0.9691968963047995,0.0135879852896462,0.8244918700025541,0.0838136224093187
0.0156,0.078,0.1827897443507041,-1.0907999329463732e-16,-1.1102230246251563e-16,0.0,0.5534929640135714,0.1670250879340794,0.9816299273587148,0.0080522095632252,0.8644637589377464,0.0632532090103836
0.0158,0.079,0.1740725178911217,-1.829526055323884e-17,5.551115123125783e-17,0.0,0.5495952390769527,0.1776276947422585,0.9826284969476352,0.0076106451598273,0.8681990020813014,0.0613807176804947
0.0043999999999999,0.022,0.053033091571064,2.0022611129138378e-17,-1.1102230246251563e-16,0.0,0.668851087562744,0.5558563756179618,0.9659510995218636,0.0150448588281568,0.8154765584589958,0.088588518594555
0.014,0.07,0.165479434695128,-6.320471290961882e-17,1.6653345369377348e-16,0.0,0.56394777265745,0.2287457691136616,0.9749138730187424,0.0110337495577394,0.8416139937328504,0.0748870520039856
0.0192,0.096,0.2014755492170188,-8.965658242149861e-18,1.1102230246251563e-16,0.0,0.5332434550147492,0.1018262247537124,0.9865256313780194,0.0058916266597079,0.8839208519070689,0.0535866208680442
0.0158,0.079,0.1710802856261985,-7.097614589286959e-17,-1.1102230246251563e-16,0.0,0.5229181269671106,0.1066507656127407,0.9872032987256631,0.0055934021196267,0.8868774943950728,0.0521363657179801
0.0178,0.089,0.1979797760920568,2.358332979833633e-17,0.0,0.0,0.5280158857410674,0.076592601080168,0.989757432084621,0.0044712284479765,0.8987944274489836,0.0463396288827028
